post_title,post_name,post_parent,post_sub_parent,ID,post_excerpt,post_content,post_status,post_password,menu_order,post_date,post_author,comment_status,_sku,parent_sku,parent,_children,_downloadable,_virtual,_stock,_regular_price,_sale_price,_weight,_length,_width,_height,_tax_class,_visibility,_stock_status,_backorders,_manage_stock,_tax_status,_upsell_ids,_crosssell_ids,_featured,_sale_price_dates_from,_sale_price_dates_to,_download_limit,_download_expiry,_product_url,_button_text,meta:_yoast_wpseo_focuskw,meta:_yoast_wpseo_title,meta:_yoast_wpseo_metadesc,meta:_yoast_wpseo_metakeywords,images,downloadable_files,product_page_url,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,meta:mfn-page-local-style,meta:mfn-post-hide-content,meta:mfn-post-love,meta:mfn-post-slider,meta:mfn_single_product_template,meta:redq_adults_heading_title,meta:redq_adults_placeholder,meta:redq_allowed_times,meta:redq_book_now_button_text,meta:redq_calendar_date_format,meta:redq_calendar_time_format,meta:redq_childs_heading_title,meta:redq_childs_placeholder,meta:redq_choose_european_date_format,meta:redq_dropoff_date_heading_title,meta:redq_dropoff_date_placeholder,meta:redq_dropoff_location_heading_title,meta:redq_dropoff_time_placeholder,meta:redq_email_placeholder,meta:redq_email_title,meta:redq_first_name_placeholder,meta:redq_first_name_title,meta:redq_flip_pricing_plan_text,meta:redq_last_name_placeholder,meta:redq_last_name_title,meta:redq_max_rental_days,meta:redq_max_time_late,meta:redq_message_placeholder,meta:redq_message_title,meta:redq_min_rental_days,meta:redq_password_placeholder,meta:redq_password_title,meta:redq_phone_placeholder,meta:redq_phone_title,meta:redq_pickup_date_heading_title,meta:redq_pickup_date_placeholder,meta:redq_pickup_loc_placeholder,meta:redq_pickup_location_heading_title,meta:redq_pickup_time_placeholder,meta:redq_price_discount_cost,meta:redq_rental_before_booking_block_dates,meta:redq_rental_fri_max_time,meta:redq_rental_fri_min_time,meta:redq_rental_local_enable_single_day_time_based_booking,meta:redq_rental_local_quantity_on_days,meta:redq_rental_local_required_person,meta:redq_rental_local_required_pickup_location,meta:redq_rental_local_required_return_location,meta:redq_rental_local_show_book_now,meta:redq_rental_local_show_dropoff_date,meta:redq_rental_local_show_dropoff_time,meta:redq_rental_local_show_pickup_date,meta:redq_rental_local_show_pickup_time,meta:redq_rental_local_show_price_discount_on_days,meta:redq_rental_local_show_price_instance_payment,meta:redq_rental_local_show_pricing_flip_box,meta:redq_rental_local_show_request_quote,meta:redq_rental_mon_max_time,meta:redq_rental_mon_min_time,meta:redq_rental_off_days,meta:redq_rental_post_booking_block_dates,meta:redq_rental_required_local_pickup_time,meta:redq_rental_required_local_return_time,meta:redq_rental_sat_max_time,meta:redq_rental_sat_min_time,meta:redq_rental_starting_block_dates,meta:redq_rental_sun_max_time,meta:redq_rental_sun_min_time,meta:redq_rental_thu_max_time,meta:redq_rental_thu_min_time,meta:redq_rental_thur_max_time,meta:redq_rental_thur_min_time,meta:redq_rental_wed_max_time,meta:redq_rental_wed_min_time,meta:redq_resources_heading_title,meta:redq_return_loc_placeholder,meta:redq_rfq_button_text,meta:redq_rnb_cat_heading,meta:redq_security_deposite_heading_title,meta:redq_submit_button_text,meta:redq_time_interval,meta:redq_username_placeholder,meta:redq_username_title,meta:rnb_booking_layout,meta:rnb_enable_quantity,meta:rnb_include_trailing_date,meta:rnb_invalid_date_range_notice,meta:rnb_inventory_title,meta:rnb_max_day_notice,meta:rnb_min_day_notice,meta:rnb_pay_extra_hours,meta:rnb_quantity_label,meta:rnb_quantity_notice,meta:rnb_settings_for_conditions,meta:rnb_settings_for_display,meta:rnb_settings_for_labels,meta:rnb_settings_for_validations,meta:rnb_show_price_type,meta:rnb_unit_price,meta:rs_page_bg_color,meta:total_sales,attribute:Gradeability,attribute_data:Gradeability,attribute_default:Gradeability,attribute:Horizontal Outreach,attribute_data:Horizontal Outreach,attribute_default:Horizontal Outreach,attribute:Lift Capacity,attribute_data:Lift Capacity,attribute_default:Lift Capacity,attribute:Manufacturer,attribute_data:Manufacturer,attribute_default:Manufacturer,attribute:Platform Height,attribute_data:Platform Height,attribute_default:Platform Height,attribute:Platform Size,attribute_data:Platform Size,attribute_default:Platform Size,attribute:Power,attribute_data:Power,attribute_default:Power,attribute:Up & Over Height,attribute_data:Up & Over Height,attribute_default:Up & Over Height,attribute:Weight,attribute_data:Weight,attribute_default:Weight,attribute:Width,attribute_data:Width,attribute_default:Width,attribute:pa_drive-type,attribute_data:pa_drive-type,attribute_default:pa_drive-type,attribute:pa_fuel-type,attribute_data:pa_fuel-type,attribute_default:pa_fuel-type,URL,ID,Category,Sub Category,Daily,Weekly,Monthly,Item Cost,Deliver to Jobsite,Retrieval From Jobsite,Environmental Fee,Tax,Estimated Cost
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Chipping Hammer,Air Chipping Hammer,Air Compressors & Air Tools,Air Tools,110-1100,,"Complete your light to medium demolition work with this chipping hammer. This chipping hammer can break up metal welding, break up rock or remove grout from mortar. It can chip up to 1,650 beats per minute (bpm) and is lighter than a paving breaker but can still maintain high impact energy. Lightweight and portable length 15 1/4""
Between 1,850 and 2,350 bpm
Easily adjusted rotating exhaust deflector
Use Cases: Ideal for light- to medium-duty demolition of welding, concrete and mortar
Add this chipping hammer to your cart now
Additional charges apply for points, chisels and miscellaneous tool steel
OTTO Plants will contact you to confirm requirements",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2020-01/110-1100_1.jpg?h=4626e670 https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2020-01/sullair_MCH-4_MLC-10_2.jpg?h=9ec770e5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/marketplace/equipment/air-compressors-air-tools/air-tools/air-chipping-hammer,110-1100,Air Compressors & Air Tools,Air Tools,$59 ,$151 ,$339 ,$59.00 ,$165.00 ,$165.00 ,,$17.39 ,$406.39 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Air Chipping Hammer Flux Chisel Attachment, Straight","Air Chipping Hammer Flux Chisel Attachment, Straight",Air Compressors & Air Tools,Air Tools,110-1320,,"Complete your light demolition work with this chisel accessory for your chipping hammer. Remove weld flux, rust, paint or other coatings easily. Its straight edge allows you to remove tough materials. It is made of heavy-duty materials that won't break or become dull with use. Round or oval collars available. Remove weld flux, rust, scale or other coatings
Straight attachment
Accessory for pneumatic chipping hammers
Durable construction
Add this flux attachment to your cart now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/category/110/110-1320_1.jpg?h=4626e670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/marketplace/equipment/air-compressors-air-tools/air-tools/air-chipping-hammer-flux-chisel-attachment-straight,110-1320,Air Compressors & Air Tools,Air Tools,$1 ,$3 ,$6 ,$1.00 ,$268.23 ,$268.23 ,,$20.87 ,$558.33 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Clay Digger,Air Clay Digger,Air Compressors & Air Tools,Air Tools,110-1130,,"Dig clay, shale and other hard soils with this hand-held clay digger. Our clay diggers range from 1,850 blows per minute (bpm) to 2,350 bpm, making digging jobs quick work. There are inside triggers or three-finger triggers available. Clay diggers are air tools, turning compressed air into high-impact energy. Ideal for digging clay, shale or frozen ground
Between 1,850 and 2,350 bpm
Inside or three-finger trigger
Compact hand-held equipment
Add this clay digger to your cart now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/category/110/110-1130_1.jpg?h=4626e670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/marketplace/equipment/air-compressors-air-tools/air-tools/air-clay-digger,110-1130,Air Compressors & Air Tools,Air Tools,$61 ,$134 ,$321 ,$61.00 ,$165.00 ,$165.00 ,,$17.55 ,$408.55 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Reversible Vibratory Plate Compactor, Gas-powered, 11,000 lbs. Impact","Reversible Vibratory Plate Compactor, Gas-powered, 11,000 lbs. Impact",Compaction,Plate Compactors,150-3810,,"This reversible vibratory plate compactor is built to provide a maximum of 11,000 lbs. impact. It is for use on granular soils, hot or cold asphalt, and paving blocks, and ideal for trenches, road construction, backfill, and foundation work. Standard features include vibration isolated steering handles for comfort, and steel frames with lift handles and/or lift eyes for easy transport. Units equipped with built-in water tanks are available for asphalt work.  Vibration isolated steering handles for comfort
Steel frames with lift handles and/or lift eyes for easy transport
Units equipped with built-in water tanks are available for asphalt work
11,000 lbs. impact
Add this reversible vibratory plate compactor to your cart",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/category/150/150-3810_1.jpg?h=4626e670 https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/category/150/dpu_4545_ret_copy_1_1.jpg?h=a06080ab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/marketplace/equipment/compaction/plate-compactors/reversible-vibratory-plate-compactor-gas-powered-11000-lbs-impact,150-3810,Compaction,Plate Compactors,$395 ,$797 ,"$2,367 ",$395.00 ,$173.00 ,$173.00 ,$7.90 ,$44.86 ,$793.76 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Reversible Vibratory Plate Compactor, Gas-powered, 13,000 lbs. Impact","Reversible Vibratory Plate Compactor, Gas-powered, 13,000 lbs. Impact",Compaction,Plate Compactors,150-3820,,"This reversible vibratory plate compactor is built to provide a maximum of 13,000 lbs. impact. It is for use on granular soils, hot or cold asphalt, and paving blocks, and ideal for trenches, road construction, backfill, and foundation work. Standard features include vibration isolated steering handles for comfort, and steel frames with lift handles and/or lift eyes for easy transport. Units equipped with built-in water tanks are available for asphalt work.  Vibration isolated steering handles for comfort
Steel frames with lift handles and/or lift eyes for easy transport
Units equipped with built-in water tanks are available for asphalt work
13,000 lbs. impact
Add this reversible vibratory plate compactor to your cart",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2020-01/150-3820.jpg?h=4626e670 https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2020-01/dpu6555he_copy_1_1.jpg?h=89e4988b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/marketplace/equipment/compaction/plate-compactors/reversible-vibratory-plate-compactor-gas-powered-13000-lbs-impact,150-3820,Compaction,Plate Compactors,$400 ,$905 ,"$3,482 ",$400.00 ,$173.00 ,$173.00 ,$8.00 ,$45.26 ,$799.26 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ride-on Double Smooth-drum Vibratory Roller, Diesel-powered, 5.5-7.5 Ton, 69 in. Roller","Ride-on Double Smooth-drum Vibratory Roller, Diesel-powered, 5.5-7.5 Ton, 69 in. Roller",Compaction,Ride-On Rollers,160-2520,,"This ride-on double drum vibratory roller is diesel-powered and ideal for parking lots, driveways, secondary roads, repair work, and nature trails, as well as turf rolling in landscape and golf-industry work. 3-point articulation for even weight distribution and excellent directional stability
Excellent view of machine and construction site
Track offset for comfortable starting and driving away and compacting at curbs
Tandem roller with two vibrating roller drums
Add this ride-on double smooth-drum vibratory roller to your cart",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2020-01/160-2520.jpg?h=4626e670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/marketplace/equipment/compaction/ride-rollers/ride-double-smooth-drum-vibratory-roller-diesel-powered-55-75-ton-69-roller,160-2520,Compaction,Ride-On Rollers,$476 ,"$1,887 ","$3,660 ",$476.00 ,$177.50 ,$177.50 ,$9.52 ,$51.67 ,$892.19 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ride-on Double Smooth-drum Vibratory Roller, Diesel-powered, 1.5-1.7 Ton, 35-48 in.","Ride-on Double Smooth-drum Vibratory Roller, Diesel-powered, 1.5-1.7 Ton, 35-48 in.",Compaction,Ride-On Rollers,160-2621,,"This ride-on double drum vibratory roller is diesel-powered and ideal for parking lots, driveways, secondary roads, repair work, and nature trails, as well as turf rolling in landscape and golf-industry work. Operator stations offer excellent visibility and vibration-cushioned seats
Offset drum ability that will minimize curb hopping and help erase roller marks
Dual-drum drive and articulated steering for easy maneuverability
Units available provide between 1.5 and 1.7 tons of compaction force
Add this ride-on vibratory roller to your cart",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2020-01/h10c_2_1.jpg?h=4bc5bc8a https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2020-01/bw900-50v1_2_2.jpg?h=d8102449 https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2020-01/rd12_front2_copy_2_1.jpg?h=b53d2661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/marketplace/equipment/compaction/ride-rollers/ride-double-smooth-drum-vibratory-roller-diesel-powered-15-17-ton-35-48,160-2621,Compaction,Ride-On Rollers,$250 ,$804 ,"$2,391 ",$250.00 ,$173.00 ,$173.00 ,,$32.93 ,$628.93 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ride-on Double Smooth-drum Vibratory Roller, Diesel-powered, 1.8-2.8 Ton, 33-69 in.","Ride-on Double Smooth-drum Vibratory Roller, Diesel-powered, 1.8-2.8 Ton, 33-69 in.",Compaction,Ride-On Rollers,160-2620,,"This ride-on double drum vibratory roller is diesel-powered and ideal for parking lots, driveways, secondary roads, repair work, and nature trails, as well as turf rolling in landscape and golf-industry work. Operator stations offer excellent visibility and vibration-cushioned seats
Offset drum ability that will minimize curb hopping and help erase roller marks
Dual-drum drive and articulated steering for easy maneuverability
Units available provide between 1.8 and 2.8 tons of compaction force
Add this ride-on vibratory roller to your cart",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2020-01/160-2620.jpg?h=4626e670 https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2020-01/bw900-50v1_3.jpg?h=d8102449 https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2020-01/rd12_front2_copy_1.jpg?h=b53d2661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/marketplace/equipment/compaction/ride-rollers/ride-double-smooth-drum-vibratory-roller-diesel-powered-18-28-ton-33-69,160-2620,Compaction,Ride-On Rollers,$307 ,"$1,136 ","$2,749 ",$307.00 ,$177.50 ,$177.50 ,$6.14 ,$38.21 ,$706.35 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ride-on Double Smooth-drum Vibratory Roller, Diesel-powered, 3-7.2 Ton, 35-48 in.","Ride-on Double Smooth-drum Vibratory Roller, Diesel-powered, 3-7.2 Ton, 35-48 in.",Compaction,Ride-On Rollers,160-2660,,"This ride-on double drum vibratory roller is diesel-powered and ideal for parking lots, driveways, secondary roads, repair work, and nature trails, as well as turf rolling in landscape and golf-industry work. Operator stations offer excellent visibility and vibration-cushioned seats
Offset drum ability that will minimize curb hopping and help erase roller marks
Dual-drum drive and articulated steering for easy maneuverability
Units available provide between 3 ton and 7.2 tons of compaction force
Add this ride-on double smooth-drum vibratory roller to your cart",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/category/160/160-2660_1.jpg?h=4626e670 https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/category/160/bw_120_ad_4_v1_2.jpg?h=4e8d6f4c https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/category/160/rd27_copy_1.jpg?h=9dcd6c07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/marketplace/equipment/compaction/ride-rollers/ride-double-smooth-drum-vibratory-roller-diesel-powered-3-72-ton-35-48,160-2660,Compaction,Ride-On Rollers,$330 ,"$1,213 ","$2,751 ",$330.00 ,$177.50 ,$177.50 ,$6.60 ,$40.04 ,$731.64 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ride-on Single Padfoot Drum Vibratory Roller, Diesel-powered, 27.5 Ton, 80-89 in.","Ride-on Single Padfoot Drum Vibratory Roller, Diesel-powered, 27.5 Ton, 80-89 in.",Compaction,Ride-On Rollers,160-2450,,"This ride-on single padfoot drum vibratory roller is designed specifically for soil compaction. The smooth-drum models work efficiently on granular and mixed soils, while the padfoot rollers work best on cohesive and semi-cohesive soils. Both types offer excellent gradeability and traction when working on loose soils in thick lifts. Ideal for work on road construction, site preparation and embankment compaction. Smooth- and padfoot drum varieties available
Vibration-isolated operator platform
Standard drum drive for maximum gradeability
Maximum 27.5 ton impact
Add this ride-on single padfoot drum vibratory roller to your cart",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2020-01/160-2450.jpg?h=4626e670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/marketplace/equipment/compaction/ride-rollers/ride-single-padfoot-drum-vibratory-roller-diesel-powered-275-ton-80-89,160-2450,Compaction,Ride-On Rollers,$679 ,"$2,250 ","$4,724 ",$679.00 ,$177.50 ,$177.50 ,$13.58 ,$67.82 ,"$1,115.40 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ride-on Single Padfoot Drum Vibratory Roller, Diesel-powered, 7.7 Ton, 54 in.","Ride-on Single Padfoot Drum Vibratory Roller, Diesel-powered, 7.7 Ton, 54 in.",Compaction,Ride-On Rollers,160-2420,,"This ride-on single padfoot drum vibratory roller is designed specifically for soil compaction. The smooth-drum models work efficiently on granular and mixed soils, while the padfoot rollers work best on cohesive and semi-cohesive soils. Both types offer excellent gradeability and traction when working on loose soils in thick lifts. Ideal for work on road construction, site preparation and embankment compaction. Smooth and padfoot drum varieties available
Vibration-isolated operator platform
Standard drum drive for maximum gradeability
Maximum 7.7 ton impact
Add this ride-on single padfoot drum vibratory roller to your cart",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2020-01/160-2420.jpg?h=4626e670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/marketplace/equipment/compaction/ride-rollers/ride-single-padfoot-drum-vibratory-roller-diesel-powered-77-ton-54,160-2420,Compaction,Ride-On Rollers,$443 ,"$1,245 ","$3,171 ",$443.00 ,$177.50 ,$177.50 ,$8.86 ,$49.04 ,$855.90 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ride-on Single Padfoot Drum Vibratory Roller, Diesel-powered, 9.5 Ton, 47 in.","Ride-on Single Padfoot Drum Vibratory Roller, Diesel-powered, 9.5 Ton, 47 in.",Compaction,Ride-On Rollers,160-2410,,"This ride-on single padfoot drum vibratory roller is designed specifically for soil compaction. The smooth-drum models work efficiently on granular and mixed soils, while the padfoot rollers work best on cohesive and semi-cohesive soils. Both types offer excellent gradeability and traction when working on loose soils in thick lifts. Ideal for work on road construction, site preparation and embankment compaction. Smooth-drum variety available
Vibration-isolated operator platform
Standard drum drive for maximum gradeability
Maximum 9.5 ton impact
Add this ride-on single padfoot drum vibratory roller to your cart",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/category/160/160-2410_1.jpg?h=4626e670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/marketplace/equipment/compaction/ride-rollers/ride-single-padfoot-drum-vibratory-roller-diesel-powered-95-ton-47,160-2410,Compaction,Ride-On Rollers,$373 ,"$1,091 ","$2,313 ",$373.00 ,$177.50 ,$177.50 ,$7.46 ,$43.47 ,$778.93 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
